SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500575,VOLTAS LTD  ,A ,Q,605.05,606.15,591.05,602.70,602.70,614.40,2498,123064,73675238.00,
500620,GREAT EASTE ,A ,Q,333.00,336.25,330.10,331.85,331.90,339.85,217,7902,2624740.00,
500645,DEEPAK FERT.,A ,Q,306.00,307.90,301.00,304.85,304.85,308.10,1314,44670,13592149.00,
500650,EXCEL INDUST,B ,Q,873.00,874.00,840.00,865.85,874.00,877.30,299,6553,5592376.00,
500655,GARWARE POLY,X ,Q,150.00,151.00,145.25,146.60,146.05,152.85,90,4129,612612.00,
500660,GLAXOSMITH  ,A ,Q,2205.00,2208.35,2171.60,2174.15,2174.15,2204.05,296,2091,4572413.00,
500670,GUJ.NARMADA ,A ,Q,387.00,389.25,380.50,383.75,383.75,396.70,2856,154784,59489331.00,
500672,NOVARTIS    ,B ,Q,595.05,597.50,591.10,594.30,594.30,598.55,239,10090,5976994.00,
500674,SANOFI      ,A ,Q,4999.00,5173.95,4920.00,5013.90,5013.90,5085.75,89,399,1996623.00,
500676,GLAXOSMITHKL,A ,Q,6392.80,6490.05,6326.05,6388.05,6355.00,6392.75,241,572,3663978.00,
500680,PFIZER LTD. ,A ,Q,2079.10,2090.05,2050.60,2078.45,2071.00,2104.95,234,2643,5473018.00,
500690,GUJ.ST.FERT ,A ,Q,119.00,119.10,116.05,116.50,116.50,120.90,902,166939,19618063.00,
500696,HIND UNI LT ,A ,Q,1299.00,1312.30,1283.90,1299.75,1298.00,1312.25,2141,62679,81303694.00,
500710,AKZOINDIA   ,B ,Q,1757.30,1769.95,1745.00,1761.75,1754.10,1774.50,138,823,1446172.00,
500730,NOCIL LTD   ,B ,Q,190.35,192.80,186.15,188.15,188.15,196.25,1348,159385,30113929.00,
500770,TATA CHEM.  ,A ,Q,660.00,669.75,653.75,667.10,663.15,664.85,545,19965,13220232.00,
500777,T.P.L.      ,B ,Q,49.00,49.40,47.50,48.35,48.55,49.90,179,40306,1956801.00,
500780,ZUARIGLOB   ,B ,Q,177.30,177.80,173.00,174.70,173.00,183.75,223,14015,2459214.00,
500790,NESTLE (I)  ,A ,Q,7844.00,7844.00,7768.00,7797.55,7772.00,7846.15,374,2531,19743121.00,
500800,TATAGLOBAL  ,A ,Q,256.00,258.60,251.10,257.95,257.95,258.50,1564,168807,43024924.00,
500820,ASIAN PAINTS,A ,Q,1082.00,1119.00,1082.00,1107.65,1107.65,1107.35,1487,56367,62417023.00,
500825,BRITANIA IND,A ,Q,4800.25,4866.05,4724.40,4841.00,4846.95,4838.60,806,5890,28413599.00,
500830,COLGATE PALM,A ,Q,1032.00,1040.00,1031.00,1035.45,1035.45,1042.65,766,12730,13163268.00,
500840,EIH LTD.    ,B ,Q,161.55,164.95,156.05,158.45,159.75,163.90,151,6186,983905.00,
500850,INDIAN HOTEL,A ,Q,127.00,130.65,125.10,127.40,127.40,128.90,1356,586237,74174478.00,
500870,CASTROL     ,A ,Q,197.85,201.00,196.00,199.00,199.40,200.10,1503,310070,61648361.00,
500875,ITC LTD.    ,A ,Q,256.45,258.60,255.00,256.30,256.30,258.10,3586,518156,133141007.00,
500877,APOLLO TYRES,A ,Q,254.00,258.10,252.00,257.15,257.20,260.30,698,83339,21357956.00,
500878,CEAT LIMITED,A ,Q,1458.00,1458.00,1414.00,1428.40,1428.40,1473.85,1169,27821,39803351.00,
500890,MODI RUBBER ,T ,Q,88.00,88.00,84.20,84.20,84.20,84.00,3,90,7768.00,
500940,FINOLEX IND.,A ,Q,656.35,663.00,650.00,658.75,657.00,668.85,203,5711,3760299.00,
500945,VALUE IND L ,Z ,Q,4.90,5.38,4.90,4.92,4.90,5.15,19,7286,36555.00,
501148,DALAL ST INV,XT,Q,141.95,143.90,141.90,141.90,141.90,141.95,8,198,28285.00,
501150,CENTRUM CAP ,B ,Q,55.90,58.00,55.00,56.90,56.90,56.05,1114,758315,42553669.00,
501179,OSCAR INV.  ,X ,Q,76.00,80.85,73.20,78.30,78.75,77.00,111,80525,6282343.00,
501242,TCI FINANCE ,B ,Q,23.50,24.60,23.15,23.95,23.95,24.15,135,19958,477367.00,
501295,INDUS.INV.TR,B ,Q,102.00,102.00,98.05,98.05,98.05,100.00,4,25,2468.00,
501298,INDUS.&PRUD.,X ,Q,1186.00,1199.00,1165.00,1189.90,1190.00,1200.00,18,143,169615.00,
501301,TATA INVEST.,B ,Q,719.00,749.90,712.20,738.40,738.40,727.80,345,11015,7973834.00,
501343,MOTOR&GEN.FI,B ,Q,41.00,41.00,41.00,41.00,41.00,39.10,2,200,8200.00,
501370,WALCHAND PF ,X ,Q,119.90,129.95,119.90,125.00,125.00,129.30,8,368,45450.00,
501391,W.H.BRADY   ,X ,Q,174.00,179.50,173.85,173.85,173.85,183.00,11,301,52470.00,
501423,SHA ENG PLA ,X ,Q,1131.50,1166.00,1105.00,1153.60,1166.00,1150.60,102,1963,2230338.00,
501425,BOM.BURMAH  ,A ,Q,1144.00,1144.00,1100.85,1110.50,1110.50,1155.45,1197,25357,28168890.00,
501430,BOM.CYCLE   ,X ,Q,1978.00,1978.00,1977.00,1977.20,1977.00,2001.00,2,5,9886.00,
501455,GREAVES COTT,A ,Q,112.45,116.60,112.45,115.35,115.35,117.25,868,102448,11746470.00,
501700,INDIA NIVEH ,X ,Q,36.55,36.80,36.05,36.65,36.80,36.50,55,6580,240178.00,
501831,COAST CORP  ,X ,Q,88.30,88.30,88.30,88.30,88.30,88.30,1,1,88.00,
501833,CHOWGULE ST ,XT,Q,13.15,14.15,13.15,14.15,14.15,13.80,6,1496,19682.00,
501848,GLOBAL OFFS ,B ,Q,23.45,23.45,22.30,22.30,22.30,23.45,49,36689,834642.00,
502015,ASIIL       ,X ,Q,29.90,30.55,28.15,29.00,28.80,30.05,168,35146,1041570.00,
502090,SAGAR CEM.  ,B ,Q,865.00,891.45,850.00,883.05,891.45,883.90,48,1351,1156234.00,
502137,DECAN CEMENT,B ,Q,510.85,526.00,506.25,522.00,522.00,517.25,24,696,359193.00,
502157,MANGALAM CEM,B ,Q,303.75,309.65,299.80,304.20,300.60,307.50,129,6630,2024183.00,
502165,OCL INDIA L ,B ,Q,1286.05,1286.05,1219.00,1255.15,1258.50,1286.05,133,3845,4771510.00,
502168,N C L IND.  ,B ,Q,219.90,219.90,212.00,217.30,216.50,222.75,164,78592,17068168.00,
502175,SAURAS.CEM. ,X ,Q,70.10,70.10,67.60,68.80,68.80,70.95,183,63512,4387976.00,
502180,SRI DIGV CEM,X ,Q,22.25,23.45,22.25,23.10,23.10,23.45,148,351528,7998920.00,
502219,BOROSIL GLAS,B ,Q,820.00,860.00,810.00,841.85,841.85,835.55,737,17170,14243100.00,
502250,MARATH.REFRA,XT,Q,380.95,380.95,380.95,380.95,380.95,401.00,1,2,761.00,
502271,RAASI REFRAC,X ,Q,3.71,3.71,3.71,3.71,3.71,3.90,1,150,556.00,
502281,TRIVENI GLAS,XT,Q,14.85,15.75,14.75,15.10,15.60,15.50,45,35660,532312.00,
502330,IPAPPM      ,B ,Q,287.00,291.60,285.05,288.75,289.00,291.10,172,8127,2342411.00,
502355,BALKRISH IND,A ,Q,1046.25,1070.00,1046.25,1062.30,1062.30,1065.90,321,5011,5298677.00,
502407,NATH PULP   ,X ,Q,41.95,41.95,37.80,37.80,37.80,41.95,68,19089,744828.00,
502420,ORIENT PAPER,B ,Q,37.75,37.95,36.60,37.30,37.30,38.00,212,27050,1003967.00,
502445,CITADEL     ,X ,Q,82.00,83.95,74.50,81.05,81.90,82.50,128,49894,4000935.00,
502448,ROLLATAINER ,B ,Q,5.25,5.28,4.81,5.20,5.20,5.06,42,99200,505405.00,
502450,SESHA.PAPER ,B ,Q,821.05,832.50,813.00,830.95,832.00,842.45,32,319,263428.00,
502587,RAMA PULP   ,X ,Q,63.40,63.40,57.75,59.70,59.70,60.60,194,26037,1544345.00,
502742,SINTEX IND. ,A ,Q,18.85,18.85,17.80,18.15,18.15,18.90,1435,963244,17486719.00,
502761,BLUE BLEND  ,B ,Q,20.15,20.15,18.50,18.70,19.00,19.45,42,8248,155380.00,
502820,DCM LTD.    ,B ,Q,92.10,92.55,89.50,91.35,91.85,93.40,50,2034,185005.00,
502865,FORBES & CO ,B ,Q,2911.00,2939.95,2890.00,2906.90,2906.90,2980.35,292,2350,6833432.00,
502873,H.P.COTTON  ,X ,Q,31.00,31.95,29.15,30.00,30.00,32.10,11,1697,51605.00,
502893,UNITEDINT   ,X ,Q,18.65,18.65,18.65,18.65,18.65,19.60,1,107,1995.00,
502937,KESORAM IND ,B ,Q,110.10,110.10,106.80,107.75,107.70,112.20,672,170228,18427609.00,
502958,LAKSHMI MILL,X ,Q,3251.00,3356.55,3250.00,3268.90,3260.00,3356.55,23,80,262491.00,
502986,VARDH TEXT  ,B ,Q,1233.65,1252.80,1194.05,1222.15,1205.00,1258.65,204,1141,1382500.00,
503031,PENLAND LTD ,B ,Q,21.50,22.00,19.75,20.20,20.30,22.25,813,286361,5941392.00,
503100,PHOENIX MILL,B ,Q,590.20,613.80,586.30,598.15,592.25,598.90,613,4269,2547723.00,
503101,MARATHON NEX,B ,Q,406.05,406.55,393.35,403.85,403.85,406.05,41,922,367979.00,
503162,REL.CHEMOTX ,X ,Q,76.00,79.80,75.90,78.00,78.00,79.85,31,3664,282422.00,
503169,RUBY MILLS  ,B ,Q,291.00,327.00,288.00,295.85,295.85,297.80,172,7320,2147330.00,
503229,SIMPLEX REAL,X ,Q,93.40,100.00,93.40,100.00,100.00,98.00,5,118,11706.00,
503310,SWAN ENG    ,A ,Q,180.00,183.10,177.05,177.80,177.05,180.45,609,163956,29653878.00,
503349,VICTORIA MIL,X ,Q,3303.00,3390.00,3290.00,3347.50,3389.80,3309.80,26,236,787563.00,
503657,VEER ENERGY ,X ,Q,29.50,29.80,28.25,28.50,28.70,29.90,254,110477,3193855.00,
503722,BANSW.SYNTEX,B ,Q,98.00,99.00,96.25,97.00,97.00,98.85,20,5541,538356.00,
503776,MODIPON     ,XT,Q,26.65,29.40,26.60,26.60,26.60,28.00,9,759,20216.00,
503804,SHRI DINESH ,X ,Q,158.10,170.45,157.00,158.05,157.00,165.25,21,902,143950.00,
503806,SRF LIMITED ,A ,Q,1900.00,1923.50,1897.20,1911.10,1914.00,1936.75,278,3062,5845933.00,
503811,SIYARAM SILK,B ,Q,620.00,625.90,605.15,615.70,620.00,625.10,114,1345,831425.00,
503816,SWAD.POLYTEX,XT,Q,16.30,16.30,16.30,16.30,16.30,16.25,1,200,3260.00,
503831,FOMENTO HOTE,X ,Q,120.00,128.00,120.00,120.05,120.00,124.00,5,397,48801.00,
503837,SHREE RAJSYN,X ,Q,14.40,15.50,14.35,15.35,14.75,15.05,9,3481,52302.00,
503863,SHREE MFG CO,XT,Q,6.30,6.30,6.30,6.30,6.30,6.32,2,100,630.00,
503881,HIND.SYNTEX ,T ,Q,7.46,7.80,7.46,7.80,7.80,7.85,2,1001,7467.00,
503960,BHARAT BIJLE,B ,Q,1418.85,1484.00,1410.00,1473.65,1473.65,1455.35,412,3681,5352621.00,
504000,ELPRO INTER ,X ,Q,48.00,51.50,48.00,48.45,48.20,51.05,116,480737,23837447.00,
504008,EMCO LTD.   ,B ,Q,10.50,10.70,9.55,9.55,9.55,10.60,401,195703,1943742.00,
504028,GEE LTD     ,X ,Q,43.00,43.90,42.25,43.50,43.90,43.90,24,6461,277350.00,
504036,HIND.RECT   ,B ,Q,127.45,132.20,127.05,128.50,132.20,130.80,46,9421,1217930.00,
504058,NIPPOBATRY  ,B ,Q,813.30,832.00,813.25,820.05,820.05,826.80,25,372,304442.00,
504067,ZENSAR TECH.,B ,Q,901.10,923.55,898.50,906.75,911.50,920.65,77,4452,4064619.00,
504076,JYOTI LTD.  ,X ,Q,64.10,66.50,64.10,66.50,66.50,67.00,26,295418,19613032.00,
504080,JSL LTD.    ,XT,Q,110.30,110.30,110.30,110.30,110.30,105.05,1,25,2757.00,
504084,KAYCEE IND  ,X ,Q,7671.00,7671.00,7287.70,7289.05,7289.05,7671.25,7,17,128108.00,
504092,INDOKEM LTD.,X ,Q,19.70,23.50,19.70,22.45,22.45,20.70,65,7824,172523.00,
504093,PANA ENERG  ,X ,Q,337.00,356.95,337.00,343.55,342.95,352.20,88,4631,1582484.00,
504112,NELCO LTD.  ,B ,Q,151.50,151.50,142.05,143.80,143.85,153.75,1186,111289,16286035.00,
504132,PERM MAGNETS,X ,Q,75.00,77.20,73.60,75.80,77.20,77.40,35,2694,201332.00,
504176,HIGH ENERGY ,X ,Q,427.35,471.00,411.60,420.05,420.00,447.15,86,3162,1362300.00,
504212,UNIV.CABLE  ,B ,Q,125.20,125.20,120.10,122.15,122.15,125.20,124,7673,936613.00,
504220,W.S.INDUSTR.,B ,Q,5.01,6.24,5.01,6.05,6.24,5.98,22,27562,151115.00,
504240,DELTON CABLE,X ,Q,22.35,22.35,22.35,22.35,22.35,23.50,2,85,1899.00,
504258,LAKSHMI ELEC,X ,Q,600.40,612.00,595.60,601.25,600.00,618.95,104,6831,4100172.00,
504340,CONFINT     ,X ,Q,3.85,3.85,3.85,3.85,3.85,3.90,2,2,7.00,
504341,RELTD       ,X ,Q,36.00,36.00,36.00,36.00,36.00,36.00,2,500,18000.00,
504378,NYSSACORP   ,X ,Q,1.63,1.63,1.63,1.63,1.63,1.63,3,17,27.00,
504605,UNI ABEX    ,ST,Q,571.00,605.00,571.00,600.00,600.00,600.00,14,500,300255.00,
504614,SARDA ENMIN ,B ,Q,422.00,425.30,414.90,421.10,421.10,440.65,607,21647,9071609.00,
504646,BHAGWATI AUT,X ,Q,115.00,124.90,110.60,122.65,124.90,118.25,53,3924,467585.00,
504697,GALADA TELE.,X ,Q,5.65,7.50,5.65,7.00,7.00,7.05,13,2912,18149.00,
504701,GONTER PEIP ,XT,Q,7.09,7.09,7.09,7.09,7.09,7.00,2,588,4168.00,
504741,IND.HUME PIP,B ,Q,316.20,321.65,299.50,300.85,300.00,322.00,383,29996,9373647.00,
504786,INVEST &PREC,X ,Q,380.50,384.00,370.00,380.50,380.50,385.80,68,4937,1879572.00,
504810,INFORMEDTEC ,X ,Q,52.30,52.30,52.30,52.30,52.30,52.30,1,10,523.00,
504840,KAIRA CAN CO,XT,Q,1158.00,1160.00,1158.00,1159.40,1160.00,1105.85,3,10,11594.00,
504879,ORIENT ABRAS,B ,Q,33.10,33.10,31.60,31.65,31.60,33.25,98,24403,777339.00,
504903,RATHI ST    ,XT,Q,2.22,2.30,2.22,2.22,2.22,2.33,7,15115,33581.00,
504918,SANDUR MANG.,X ,Q,1060.00,1060.00,1032.10,1036.75,1040.05,1082.65,270,5917,6185958.00,
504959,STOVAC IND. ,X ,Q,2975.00,3020.00,2955.00,3007.85,3010.00,2999.00,34,598,1792716.00,
504961,TATA YODOGAW,XT,Q,58.05,59.65,57.60,58.95,58.95,60.55,28,4892,283780.00,
504966,TINPLATE    ,B ,Q,191.50,192.45,186.90,188.55,188.55,198.25,1900,185981,35264171.00,
504973,TIFHL       ,A ,Q,660.00,698.00,640.70,654.70,660.40,661.55,72,36233,24151199.00,
504988,WELCAST     ,X ,Q,801.40,844.95,800.00,819.85,819.85,838.95,21,2811,2263973.00,
505010,AUTO AXLES  ,B ,Q,1413.10,1450.00,1400.00,1431.05,1440.00,1456.25,246,2974,4220335.00,
505029,ATLAS CYCLES,T ,Q,167.00,168.00,163.15,166.10,167.95,168.50,30,1027,171148.00,
505036,AUTO COR.GOA,X ,Q,1100.00,1129.95,1080.00,1115.65,1102.00,1104.60,108,1678,1869282.00,
505075,SETCO AUTO  ,B ,Q,50.05,50.05,48.35,49.85,49.85,51.60,515,104507,5171181.00,
505141,SCOOTERS IND,T ,Q,55.00,58.00,54.15,54.40,54.50,56.95,22,2986,163079.00,
505160,TALBROS AUTO,B ,Q,261.00,278.00,260.00,274.90,275.00,266.80,141,5048,1349599.00,
505163,ZF STEERING ,B ,Q,1035.00,1068.80,1030.00,1036.10,1038.00,1063.35,210,11019,11493140.00,
505192,SMLISUZU    ,B ,Q,741.00,763.55,728.10,747.95,749.30,750.15,225,4448,3298686.00,
505196,TIL LTD.    ,B ,Q,430.00,436.30,413.00,426.45,426.45,445.00,101,1528,651672.00,
505200,EICHER MOTOR,A ,Q,27500.00,28002.00,27322.55,27919.30,27800.00,28008.60,1037,3055,84803013.00,
505216,ALFRED HERB ,XT,Q,875.00,950.25,875.00,939.05,939.05,905.00,16,121,108703.00,
505230,CIMMCO      ,B ,Q,80.55,80.55,76.55,77.50,77.50,80.55,49,9012,698798.00,
505232,VELJAN      ,X ,Q,940.00,955.00,917.00,955.00,955.00,965.00,20,430,407201.00,
505242,DYNAMAT.TECH,B ,Q,1665.00,1745.95,1640.00,1687.35,1687.95,1661.00,94,1343,2253299.00,
505250,G.G.DANDEKAR,X ,Q,72.00,75.50,72.00,75.50,75.50,74.80,2,189,14133.00,
505255,GMM PFAUDLER,B ,Q,686.75,687.70,656.05,664.30,665.00,686.75,185,3878,2602527.00,
505283,KIRLOSAR PN ,B ,Q,800.10,809.00,770.00,777.90,770.00,805.25,156,2495,1956443.00,
505299,KULK-POWER  ,X ,Q,55.15,58.25,55.15,56.05,56.00,58.00,12,1695,96160.00,
505302,LAXMI AUTOLM,XT,Q,68.55,68.55,65.20,65.20,65.20,68.55,8,107,7308.00,
505324,MANUGRAPH IN,B ,Q,44.45,45.75,44.45,44.80,44.80,46.20,44,155422,6998582.00,
505355,NESCO LTD   ,B ,Q,554.30,554.30,535.40,541.40,537.00,554.30,264,7596,4121432.00,
505358,INTEGRA ENG ,X ,Q,52.00,52.00,50.05,51.70,51.70,53.55,73,14217,719577.00,
505368,REVATHI EQU.,B ,Q,547.00,547.00,531.25,542.50,542.50,552.00,19,156,84020.00,
505400,TEXINFRA    ,B ,Q,57.70,59.00,57.40,58.80,59.00,59.50,164,646301,37492019.00,
505412,WENDT(INDIA),B ,Q,2494.00,2594.00,2430.00,2484.55,2499.90,2519.45,47,1487,3735318.00,
505502,PSITINFRA   ,X ,Q,53.00,54.20,52.65,53.30,53.15,53.70,136,76503,4095231.00,
505509,RESPON IND  ,B ,Q,41.00,41.40,40.45,40.65,41.00,41.45,30,4916,199966.00,
505515,SHYAMKAM INV,XT,Q,15.25,15.75,15.00,15.75,15.75,15.75,25,81026,1215413.00,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,14,9502,101101.00,
505533,WESTLIFE DEV,B ,Q,302.10,304.50,296.00,300.95,304.40,303.35,1011,44474,13328321.00,
505537,ZEE ENTER   ,A ,Q,558.30,572.05,551.85,569.70,572.00,558.30,1607,851150,481389979.00,
505590,SVPGLOB     ,X ,Q,359.00,359.00,345.00,351.40,351.40,354.05,89,71259,25168574.00,
505650,SKYL MILLAR ,XT,Q,3.01,3.01,3.01,3.01,3.01,3.01,3,730,2197.00,
505665,ANTIF BEARNG,X ,Q,407.00,414.00,400.05,411.80,411.80,421.90,47,3314,1340042.00,
505681,BIMETAL BEAR,X ,Q,540.00,551.00,525.00,549.85,549.90,550.00,49,3104,1689133.00,
505688,BHARAT GEARS,B ,Q,162.35,171.80,161.55,169.90,170.00,168.60,161,45402,7686152.00,
505700,ELECON ENG  ,B ,Q,72.95,73.00,70.00,70.15,70.15,75.15,571,193066,13628138.00,
505710,GRAUER& WEIL,B ,Q,55.05,58.00,55.00,57.40,56.40,57.40,993,213256,12086934.00,
505712,GUJ.AUTO GE ,X ,Q,255.00,268.50,245.00,265.85,260.60,261.90,102,7111,1813158.00,
505714,GABRIEL(I)  ,B ,Q,138.50,140.00,136.35,137.70,137.50,137.80,504,26607,3678664.00,
505720,HERC.HOISTS ,B ,Q,110.00,112.00,108.15,109.95,109.95,113.40,123,9410,1042146.00,
505726,IFB IND.LTD.,B ,Q,1229.50,1255.05,1208.00,1211.25,1211.25,1267.60,107,846,1034588.00,
505729,SINGER INDIA,X ,Q,48.10,50.10,48.00,49.50,49.50,50.00,349,85802,4213646.00,
505737,INTER.COMBUS,X ,Q,401.00,419.00,401.00,405.45,402.00,406.30,69,2975,1213736.00,
505744,FED MOG GOE ,B ,Q,430.45,430.45,416.05,421.75,424.70,430.45,162,2851,1207030.00,
505750,JOSTS ENG.  ,X ,Q,1130.25,1205.00,1102.00,1151.60,1151.60,1170.00,22,797,915924.00,
505790,SCHAEFFLER  ,B ,Q,5230.00,5486.80,5201.00,5288.60,5249.00,5239.55,43,187,984232.00,
505800,RANE HOLDIN ,B ,Q,2453.00,2540.00,2407.00,2425.50,2540.00,2511.55,88,59124,143408480.00,
505827,SNL BEARINGS,X ,Q,375.00,390.00,370.05,372.25,372.05,379.10,59,2437,922649.00,
505840,JAIPAN INDUS,XT,Q,37.00,37.15,35.95,35.95,35.95,37.80,32,5414,197758.00,
505850,MANCREDIT   ,ST,Q,3.40,3.55,3.40,3.47,3.47,3.54,43,79218,276572.00,
505854,TRF LTD.    ,B ,Q,230.00,230.10,215.55,230.10,230.10,219.15,634,33927,7686696.00,
505872,WPIL LTD.   ,X ,Q,511.00,528.95,505.00,523.20,523.20,517.25,114,7923,4070877.00,
505890,KENNAMETAL  ,B ,Q,725.00,753.05,701.15,733.60,740.00,735.65,346,9153,6646294.00,
505978,TRITON VALVE,X ,Q,1767.00,1798.00,1760.00,1794.95,1794.95,1800.50,35,477,850331.00,
506003,SUDAL INDUS ,XT,Q,12.00,12.00,12.00,12.00,12.00,12.10,2,300,3600.00,
506016,JRIIIL      ,Z ,Q,1.05,1.05,1.05,1.05,1.05,1.05,2,600,630.00,
506022,PRAKASH IND.,B ,Q,168.00,171.80,165.50,169.70,169.70,171.90,3033,377789,63467527.00,
506074,ARSHIYA     ,B ,Q,75.00,76.40,72.15,73.10,73.10,76.65,118,14247,1060884.00,
506076,GRIND NORTON,B ,Q,490.10,497.00,481.00,487.45,497.00,490.10,85,4058,1974710.00,
506079,LAKSHMI PREC,B ,Q,40.25,42.00,40.25,41.75,41.15,42.30,4,1099,45288.00,
506105,STANROSE MAF,X ,Q,146.05,159.45,146.05,158.10,159.45,147.20,9,1185,176002.00,
506109,GENESYS INT.,B ,Q,251.20,252.45,241.45,243.30,242.05,257.75,296,11758,2894690.00,
506122,PANKAJPIYUS ,X ,Q,60.00,60.00,60.00,60.00,60.00,60.00,2,26,1560.00,
506128,PARNAXLAB   ,X ,Q,46.55,48.50,45.00,46.00,45.80,47.80,61,11305,527686.00,
506134,INTELL CAP  ,XT,Q,9.50,9.50,9.50,9.50,9.50,9.07,1,44000,418000.00,
506146,VISAGAR POL ,B ,Q,1.03,1.05,0.98,0.98,0.98,1.03,79,332737,328932.00,
506186,GALAXY ENTER,XT,Q,17.25,17.50,17.25,17.50,17.50,18.05,5,2950,51600.00,
506194,ARIH SUPER  ,B ,Q,115.00,118.45,110.00,116.25,116.00,118.70,112,10625,1199790.00,
506197,BLISSGVS PH ,B ,Q,199.90,200.00,193.50,197.90,200.00,200.10,248,18690,3656865.00,
506222,INEOSSTYRO  ,B ,Q,822.65,833.00,811.60,831.15,833.00,845.30,104,3222,2643033.00,
506235,ALEMBIC LTD.,B ,Q,55.00,55.00,52.70,54.20,54.20,55.95,651,108414,5870968.00,
506248,AMINES&PLAST,X ,Q,55.00,58.70,53.00,53.50,53.00,55.95,165,22139,1210250.00,
506260,ANUH PHARMA ,X ,Q,158.45,159.85,154.50,154.95,154.90,158.45,102,5841,910587.00,
506261,MODISON MET.,X ,Q,58.00,58.00,55.00,55.40,55.20,58.75,169,59278,3322769.00,
506285,BAYER CROP  ,A ,Q,4050.00,4190.00,4050.00,4123.25,4185.00,4119.80,352,1116,4572240.00,
506390,CLARI CHEM  ,B ,Q,534.05,537.30,527.50,533.30,533.30,538.55,437,6710,3562648.00,
506395,COROM INTER ,A ,Q,509.35,521.30,507.10,517.95,519.60,519.85,535,10568,5448315.00,
506401,DEEPAK NITR.,B ,Q,241.55,253.00,240.00,249.85,250.25,252.25,808,33863,8428776.00,
506405,DHARAMSI CHM,X ,Q,98.50,99.90,95.10,95.70,95.55,100.85,87,24906,2439725.00,
506414,DIL LTD     ,X ,Q,2623.05,2862.75,2623.05,2862.25,2862.75,2726.45,137,3857,10825582.00,
506480,GOCLCORP    ,B ,Q,500.00,512.00,492.25,498.40,498.10,509.05,97,2824,1430140.00,
506520,JAYSHRI CHEM,X ,Q,12.05,12.23,11.75,11.95,12.20,12.24,103,32324,384562.00,
506522,JL MORISON  ,X ,Q,1315.00,1326.00,1315.00,1321.05,1320.30,1361.00,8,26,34341.00,
506525,KANORIA CHEM,B ,Q,64.90,66.50,64.40,65.65,65.65,66.85,166,21023,1377343.00,
506528,KELTECH EN. ,X ,Q,1309.95,1309.95,1260.15,1266.25,1285.00,1324.05,65,1679,2130572.00,
506532,NITTA GELA  ,X ,Q,200.90,206.00,192.00,202.90,202.90,201.60,78,4652,918821.00,
506579,ORIENT.CARB.,B ,Q,1000.00,1035.00,977.00,1029.95,1035.00,1017.50,163,2541,2554207.00,
506590,PHIL.CARBON ,B ,Q,999.00,1003.05,977.15,992.30,992.30,1016.40,1361,33509,33186186.00,
506597,AMAL PRODUCT,X ,Q,117.20,122.00,116.10,117.15,116.10,123.50,97,30166,3590015.00,
506605,POLYCHEM    ,X ,Q,365.10,411.50,365.05,372.80,372.80,373.95,19,312,116625.00,
506618,PUN.CHEM    ,B ,Q,391.00,401.95,386.50,391.90,391.90,404.10,127,6783,2656420.00,
506642,SADHANA NITR,XT,Q,218.75,218.75,218.75,218.75,218.75,218.75,15,3032,663250.00,
506655,SUDARSH.CHEM,B ,Q,412.25,423.35,408.00,419.00,419.75,418.35,234,4617,1911608.00,
506685,ULTRAMARINE ,X ,Q,293.00,293.00,283.80,284.25,284.25,294.70,244,12718,3628161.00,
506687,TRANSPEK    ,X ,Q,1215.00,1247.20,1215.00,1233.55,1240.00,1231.25,76,5793,7135622.00,
506690,UNICHEM LAB ,B ,Q,334.25,335.30,330.00,333.70,335.00,333.75,136,6293,2090061.00,
506720,ZANDUREALTY ,B ,Q,1734.05,1777.70,1705.00,1732.20,1730.00,1780.45,70,537,930392.00,
506734,MYS PETRO   ,X ,Q,117.20,118.00,116.20,118.00,118.00,117.45,6,211,24767.00,
506767,ALKYL AMINES,B ,Q,598.00,598.00,598.00,598.00,598.00,603.50,1,75,44850.00,
506808,TUTICORIN.  ,XT,Q,8.55,9.24,8.51,8.95,8.95,8.95,16,3311,29288.00,
506820,ASTRAZEN.PH.,B ,Q,933.00,939.35,920.00,932.35,936.00,932.25,76,703,651936.00,
506852,PUN.ALKALI  ,XT,Q,34.35,36.40,34.05,36.00,36.10,35.80,164,97282,3438780.00,
506854,TANFAC IND. ,X ,Q,118.00,118.00,112.80,113.10,113.10,118.25,103,9837,1120559.00,
506858,GUJ.PETRO   ,XT,Q,22.10,22.10,22.05,22.05,22.05,23.00,2,100,2207.00,
506863,SWADESHI IND,X ,Q,1.30,1.30,1.30,1.30,1.30,1.30,17,7578,9851.00,
506879,GUJ.THEMIS. ,X ,Q,40.55,41.40,40.00,40.60,40.25,42.50,99,11999,485506.00,
506910,JAYSN DYEST ,X ,Q,65.90,68.00,61.60,65.20,66.50,63.45,51,3753,242476.00,
506919,MAKERS LAB. ,X ,Q,77.90,80.40,71.20,75.00,75.00,78.80,36,2321,173607.00,
506943,J.B.CHEMICAL,B ,Q,287.75,289.50,281.15,287.45,287.10,287.85,91,3565,1010744.00,
506981,BL.CHIP TEX ,X ,Q,222.00,222.00,204.60,206.80,205.20,215.00,57,2346,498297.00,
